Time,Photoresistor,Humidity in %,Temperature in C°,CO2 in ppm,Soil Moisture in %
21:49:33,153,58.30,25.40,775,153

21:49:35,153,58.30,25.40,775,153

21:49:36,153,58.30,25.40,775,153

21:49:37,153,58.30,25.40,775,153

21:49:38,154,58.30,25.40,775,153

21:49:39,158,58.30,25.40,774,151

21:49:40,159,58.20,25.30,774,152

21:49:41,158,58.20,25.30,774,152

21:49:42,157,58.30,25.40,774,152

21:49:43,157,58.30,25.40,774,152

21:49:44,156,58.20,25.40,774,152

21:49:45,156,58.20,25.40,774,152

21:49:46,156,58.10,25.40,774,152

21:49:47,156,58.10,25.40,774,152

21:49:48,156,58.10,25.40,774,152

21:49:49,156,58.10,25.40,774,152

21:49:50,156,58.10,25.40,774,152

21:49:51,155,58.10,25.40,774,152

21:49:52,155,58.10,25.40,774,152

21:49:53,155,58.10,25.40,774,152

21:49:54,155,58.10,25.40,774,152

21:49:55,153,58.10,25.40,774,153

21:49:56,152,58.00,25.40,774,153

21:49:57,153,58.00,25.40,774,153

21:49:58,152,57.80,25.40,774,153

21:49:59,152,57.80,25.40,774,153

21:50:0,152,57.80,25.40,774,153

21:50:1,153,57.80,25.40,774,153

21:50:2,153,57.80,25.40,774,153

21:50:3,153,57.80,25.40,774,153

21:50:4,153,57.90,25.40,774,153

21:50:5,153,57.90,25.40,774,153

21:50:6,153,58.00,25.40,774,153

21:50:7,154,58.00,25.40,774,153

21:50:8,153,58.00,25.40,774,153

